operacao,p,q,custo_i,total_acessos,custo_medio
631,0,631,3,1893,3.0
632,0,632,3,1896,3.0
633,0,633,3,1899,3.0
634,0,634,3,1902,3.0
635,0,635,3,1905,3.0
636,0,636,3,1908,3.0
637,0,637,3,1911,3.0
638,0,638,3,1914,3.0
639,0,639,3,1917,3.0
640,0,640,3,1920,3.0
641,0,641,3,1923,3.0
642,0,642,3,1926,3.0
643,0,643,3,1929,3.0
644,0,644,3,1932,3.0
645,0,645,3,1935,3.0
646,0,646,3,1938,3.0
647,0,647,3,1941,3.0
648,0,648,3,1944,3.0
649,0,649,3,1947,3.0
650,0,650,3,1950,3.0
651,0,651,3,1953,3.0
652,0,652,3,1956,3.0
653,0,653,3,1959,3.0
654,0,654,3,1962,3.0
655,0,655,3,1965,3.0
656,0,656,3,1968,3.0
657,0,657,3,1971,3.0
658,0,658,3,1974,3.0
659,0,659,3,1977,3.0
660,0,660,3,1980,3.0
661,0,661,3,1983,3.0
662,0,662,3,1986,3.0
663,0,663,3,1989,3.0
664,0,664,3,1992,3.0
665,0,665,3,1995,3.0
666,0,666,3,1998,3.0
667,0,667,3,2001,3.0
668,0,668,3,2004,3.0
669,0,669,3,2007,3.0
670,0,670,3,2010,3.0
671,0,671,3,2013,3.0
672,0,672,3,2016,3.0
673,0,673,3,2019,3.0
674,0,674,3,2022,3.0
675,0,675,3,2025,3.0
676,0,676,3,2028,3.0
677,0,677,3,2031,3.0
678,0,678,3,2034,3.0
679,0,679,3,2037,3.0
680,0,680,3,2040,3.0
681,0,681,3,2043,3.0
682,0,682,3,2046,3.0
683,0,683,3,2049,3.0
684,0,684,3,2052,3.0
685,0,685,3,2055,3.0
686,0,686,3,2058,3.0
687,0,687,3,2061,3.0
688,0,688,3,2064,3.0
689,0,689,3,2067,3.0
690,0,690,3,2070,3.0
691,0,691,3,2073,3.0
692,0,692,3,2076,3.0
693,0,693,3,2079,3.0
694,0,694,3,2082,3.0
695,0,695,3,2085,3.0
696,0,696,3,2088,3.0
697,0,697,3,2091,3.0
698,0,698,3,2094,3.0
699,0,699,3,2097,3.0
700,0,700,3,2100,3.0
701,0,701,3,2103,3.0
702,0,702,3,2106,3.0
703,0,703,3,2109,3.0
704,0,704,3,2112,3.0
705,0,705,3,2115,3.0
706,0,706,3,2118,3.0
707,0,707,3,2121,3.0
708,0,708,3,2124,3.0
709,0,709,3,2127,3.0
710,0,710,3,2130,3.0
711,0,711,3,2133,3.0
712,0,712,3,2136,3.0
713,0,713,3,2139,3.0
714,0,714,3,2142,3.0
715,0,715,3,2145,3.0
716,0,716,3,2148,3.0
717,0,717,3,2151,3.0
718,0,718,3,2154,3.0
719,0,719,3,2157,3.0
720,0,720,3,2160,3.0
721,0,721,3,2163,3.0
722,0,722,3,2166,3.0
723,0,723,3,2169,3.0
724,0,724,3,2172,3.0
725,0,725,3,2175,3.0
726,0,726,3,2178,3.0
727,0,727,3,2181,3.0
728,0,728,3,2184,3.0
729,0,729,3,2187,3.0
730,0,730,3,2190,3.0
731,0,731,3,2193,3.0
732,0,732,3,2196,3.0
733,0,733,3,2199,3.0
734,0,734,3,2202,3.0
735,0,735,3,2205,3.0
736,0,736,3,2208,3.0
737,0,737,3,2211,3.0
738,0,738,3,2214,3.0
739,0,739,3,2217,3.0
740,0,740,3,2220,3.0
741,0,741,3,2223,3.0
742,0,742,3,2226,3.0
743,0,743,3,2229,3.0
744,0,744,3,2232,3.0
745,0,745,3,2235,3.0
746,0,746,3,2238,3.0
747,0,747,3,2241,3.0
748,0,748,3,2244,3.0
749,0,749,3,2247,3.0
750,0,750,3,2250,3.0
751,0,751,3,2253,3.0
752,0,752,3,2256,3.0
753,0,753,3,2259,3.0
754,0,754,3,2262,3.0
755,0,755,3,2265,3.0
756,0,756,3,2268,3.0
757,0,757,3,2271,3.0
758,0,758,3,2274,3.0
759,0,759,3,2277,3.0
760,0,760,3,2280,3.0
761,0,761,3,2283,3.0
762,0,762,3,2286,3.0
763,0,763,3,2289,3.0
764,0,764,3,2292,3.0
765,0,765,3,2295,3.0
766,0,766,3,2298,3.0
767,0,767,3,2301,3.0
768,0,768,3,2304,3.0
769,0,769,3,2307,3.0
770,0,770,3,2310,3.0
771,0,771,3,2313,3.0
772,0,772,3,2316,3.0
773,0,773,3,2319,3.0
774,0,774,3,2322,3.0
775,0,775,3,2325,3.0
776,0,776,3,2328,3.0
777,0,777,3,2331,3.0
778,0,778,3,2334,3.0
779,0,779,3,2337,3.0
780,0,780,3,2340,3.0
781,0,781,3,2343,3.0
782,0,782,3,2346,3.0
783,0,783,3,2349,3.0
784,0,784,3,2352,3.0
785,0,785,3,2355,3.0
786,0,786,3,2358,3.0
787,0,787,3,2361,3.0
788,0,788,3,2364,3.0
789,0,789,3,2367,3.0
790,0,790,3,2370,3.0
791,0,791,3,2373,3.0
792,0,792,3,2376,3.0
793,0,793,3,2379,3.0
794,0,794,3,2382,3.0
795,0,795,3,2385,3.0
796,0,796,3,2388,3.0
797,0,797,3,2391,3.0
798,0,798,3,2394,3.0
799,0,799,3,2397,3.0
800,0,800,3,2400,3.0
801,0,801,3,2403,3.0
802,0,802,3,2406,3.0
803,0,803,3,2409,3.0
804,0,804,3,2412,3.0
805,0,805,3,2415,3.0
806,0,806,3,2418,3.0
807,0,807,3,2421,3.0
808,0,808,3,2424,3.0
809,0,809,3,2427,3.0
810,0,810,3,2430,3.0
811,0,811,3,2433,3.0
812,0,812,3,2436,3.0
813,0,813,3,2439,3.0
814,0,814,3,2442,3.0
815,0,815,3,2445,3.0
816,0,816,3,2448,3.0
817,0,817,3,2451,3.0
818,0,818,3,2454,3.0
819,0,819,3,2457,3.0
820,0,820,3,2460,3.0
821,0,821,3,2463,3.0
822,0,822,3,2466,3.0
823,0,823,3,2469,3.0
824,0,824,3,2472,3.0
825,0,825,3,2475,3.0
826,0,826,3,2478,3.0
827,0,827,3,2481,3.0
828,0,828,3,2484,3.0
829,0,829,3,2487,3.0
830,0,830,3,2490,3.0
831,0,831,3,2493,3.0
832,0,832,3,2496,3.0
833,0,833,3,2499,3.0
834,0,834,3,2502,3.0
835,0,835,3,2505,3.0
836,0,836,3,2508,3.0
837,0,837,3,2511,3.0
838,0,838,3,2514,3.0
839,0,839,3,2517,3.0
840,0,840,3,2520,3.0
841,0,841,3,2523,3.0
842,0,842,3,2526,3.0
843,0,843,3,2529,3.0
844,0,844,3,2532,3.0
845,0,845,3,2535,3.0
846,0,846,3,2538,3.0
847,0,847,3,2541,3.0
848,0,848,3,2544,3.0
849,0,849,3,2547,3.0
850,0,850,3,2550,3.0
851,0,851,3,2553,3.0
852,0,852,3,2556,3.0
853,0,853,3,2559,3.0
854,0,854,3,2562,3.0
855,0,855,3,2565,3.0
856,0,856,3,2568,3.0
857,0,857,3,2571,3.0
858,0,858,3,2574,3.0
859,0,859,3,2577,3.0
860,0,860,3,2580,3.0
861,0,861,3,2583,3.0
862,0,862,3,2586,3.0
863,0,863,3,2589,3.0
864,0,864,3,2592,3.0
865,0,865,3,2595,3.0
866,0,866,3,2598,3.0
867,0,867,3,2601,3.0
868,0,868,3,2604,3.0
869,0,869,3,2607,3.0
870,0,870,3,2610,3.0
871,0,871,3,2613,3.0
872,0,872,3,2616,3.0
873,0,873,3,2619,3.0
874,0,874,3,2622,3.0
875,0,875,3,2625,3.0
